ID,名称,别名,性味,归经,功效,主治,entity,摘自
395300,栗壳,missing,平、涩、甘, ,散结、清热、降逆、止咳、止血、化痰、生津,"['反胃', '呕哕', '消渴', '咳嗽痰多', '百日咳', '腮腺炎', '瘰疬', '衄血', '便血']",反胃 干呕 消渴 咳嗽 多痰 瘰疬 衄血 大便后下血,中华本草
395400,栗寄生,柃寄生、螃蟹脚、吊兰、胡龙须、方叶子、樟木寄生、油茶寄生、梅子寄生、三稔寄生,温、苦、甘,肝、肾,祛风、止痛、活血、行气、肝肾、补肝、补肝肾、祛风湿,"['风湿痹痛', '肢体麻木', '腰膝酸痛', '头晕目眩', '跌打损伤']",寒湿 肢体麻木 腰膝酸痛或冷痛 眩晕 头目眩晕 跌打损伤,中华本草
395500,栗花灯心草,三头灯心草,平、淡, ,清热、利尿,"['热病烦渴', '小儿烦躁', '夜啼', '咽喉肿痛', '目赤目昏', '小便不利']",热病 烦渴 烦躁 咽喉肿痛 眼赤 头目眩晕 大小便不通,中华本草
395600,栗花,板栗花,平、苦、涩, ,散结、清热、燥湿、止血,"['泄泻', '痢疾', '带下', '便血', '瘰疬', '瘿瘤']",痢不止 痢不止 带下 大便后下血 瘰疬,中华本草
395700,栗荴,栗子内薄皮、栗蓬内膈断薄衣,平、涩、甘, ,散结、养颜、下气,"['骨鲠', '瘰疬', '反胃', '面有皱纹。']",瘰疬 反胃,中华本草
395800,离根香,肉桂草、美柱草、美花草、利根香、山苘蒿、根风藤,温、辛, ,祛风、活血、散寒、行气、解蛇毒,"['风寒痹痛', '胃痛', '腹痛', '跌打损伤', '毒蛇咬伤']",寒邪 肚腹痛 跌打损伤,中华本草
395900,狸肉,missing,温、甘,脾、胃、大肠,散结、祛风、益气、止血、解毒、益气养,"['气血虚弱', '皮肤游风', '肠风下血', '脱肛', '痔漏', '瘰疬']",气血虚弱 肠风 月经过多 肛出 痔漏 瘰疬,中华本草
396000,狸骨,missing,温、甘、辛,肝、肾、心,祛风、开郁、解毒、杀虫、开郁结、祛风湿,"['风湿痹痛', '心腹刺痛', '噎膈', '疳疾', '瘰疬', '肠风下血', '痔瘘', '恶疮']",寒湿 腹刺痛 噎膈 疳 瘰疬 肠风 月经过多 痔疮 疮疥,中华本草
396100,梨枝,missing,凉、涩、辛,肺、大肠,止痛、和中、行气,['霍乱吐泻，腹痛'],霍乱 吐泻 肚腹痛,中华本草
396200,梨叶,missing,凉、苦、涩、辛,肺、脾、膀胱,和胃、舒肝、利水、解毒,['霍乱吐泻腹痛，水肿，小便不利，小儿疝气，菌菇中毒。'],霍乱 吐泻 肚腹痛 水肿 大小便不通 疝气,中华本草
396300,梨树根,糖果根、糖梨根,平、甘、淡、毒,肺、大肠,止痛、理气、止咳、清肺,['肺虚咳嗽，疝气腹痛'],咳嗽 疝气 肚腹痛,中华本草
396400,梨皮,missing,凉、涩、甘、毒,肺、肾、心、大肠,润肺、降火、清心、生津、解疮毒,"['暑热烦渴', '肺燥咳嗽', '吐血', '痢疾', '', '疥癣', '发背', '疔疮']",烦渴 干嗽 吐血不止 痢不止 痈疽发背 疔疮,中华本草
396500,梨木皮,missing,凉、苦、涩,肝、肺、胆,清热、解毒,['热病发热，疮癣'],热病 遍身壮热 疮癣,中华本草
396600,梨木灰,missing,平、咸,肺、脾,降逆、下气,['气积郁冒，胸满气促，结气咳逆'],气积 郁冒 胸满 气短促 咳逆,中华本草
396700,梨果仙人掌,仙人掌、霸王树、火焰、神仙掌、印度无花果,寒、苦,肺、脾,凉血、止咳、解毒、清肺,"['肺热咳嗽', '肺痨咯血', '痢疾', '痔血', '乳痈', '痄腮', '痈疮肿毒', '烫火伤', '秃疮疥癣', '蛇虫咬伤']",气怒肺热 咳嗽 咯血 痢不止 痔疮 乳痈 痄腮 疮疥 疮疥,中华本草
396800,梨,快果、果宗、玉乳、蜜父,凉、甘、酸、毒,肝、肺、心、胃,止渴、清肺、化痰、生津,"['肺燥咳嗽', '热病烦燥', '津少口干', '消渴', '目赤', '疮疡', '烫火伤']",干嗽 热病 烦燥 口干 消渴 眼赤 疮疥,中华本草
396900,莨菪叶,铃铛草、麻性草,寒、苦、毒, ,镇痛、解痉,"['脘腹疼痛', '牙痛', '咳嗽气喘']",腹疼 齿痛 咳嗽 喘促,中华本草
397000,莨菪根,missing,寒、苦、辛、毒, ,杀虫、截疟、攻癣,"['疟疾', '疥癣']",疟,中华本草
397100,狼牙委陵菜,地蜂子,平、涩, ,敛疮、活血、止血、解毒,"['跌打损伤', '外伤出血', '肺虚咳嗽', '泄泻', '痢疾', '胃痛', '狂犬咬伤', '疮疡']",跌打损伤 出血 咳嗽 痢不止 痢不止 疮疥,中华本草
397200,狼尾草根,missing,平、甘, ,止咳、解毒、清肺,"['肺热咳嗽', '疮毒']",气怒肺热 咳嗽,中华本草
397300,狼尾草,稂、童粱、孟、狼尾、守田、宿田翁、狼茅、芦秆莛、小芒草、狗尾草、老鼠根、狗仔尾、大狗尾草、黑狗尾草、光明草、狗尾巴草、芮草,平、甘, ,凉血、止咳、明目、清肺,"['肺热咳嗽', '目赤肿痛']",气怒肺热 咳嗽 眼赤 肿痛,中华本草
397400,狼尾巴花,重穗排草、活血莲、红四毛草、狼巴草、红丝毛、酸溜子、狼尾花、血经草、铁梗将军、百日疮,平、苦、辛,肝、肺、肾,消肿、利水、活血、解毒,"['月经不调', '风湿痹痛', '水肿', '小便不利', '咽喉肿痛', '乳痈', '无名肿毒', '跌打损伤']",月经不调 寒湿 水肿 大小便不通 咽喉肿痛 乳痈 无名肿毒 跌打损伤,中华本草
397500,狼肉,missing,热、咸,脾、肾,厚肠、填精、厚肠胃、补五脏、填精髓、御风寒,"['虚劳', '冷积腹痛', '风湿痹痛', '竣痪']",虚劳 肚腹痛 寒湿,中华本草
397600,狼萁草,芒萁、穿路萁、路萁子柴、筲萁子柴、鸡毛蕨、反蕨叶、蜈蚣草、冷猪窝、硬蕨萁、蕨叶草、铁郎鸡、篦子草、狼机柴、芦萁、芒、狼萁、蕨萁草、山芒,平、苦、甘, ,清热、消肿、止血、解毒、利湿、接骨,"['血崩', '鼻衄', '咳血', '外伤出血', '跌打骨折', '热淋涩痛', '白带', '风疹瘙痒', '疮肿', '烫伤', '痔瘘', '蛇虫咬伤', '咳嗽']",血崩 鼻衄 咳血 出血 跌仆 热淋 涩 带下 风疹 瘙痒 疮疥 痔疮 咳嗽,中华本草
397700,狼杷草,乌阶、乌杷、郎耶草、狼反映草、小鬼叉、豆渣草、针包草、引钱包、引线包、狼耻草、切才曼巴、叉子草、老蟹叉、田边菊、鬼叉,凉、苦、甘, ,清热、通经、解毒、利湿,"['肺热咳嗽', '咯血', '咽喉肿痛', '赤白痢疾', '黄疸', '月经不调', '闭经', '小儿疽积', '阃疬结核', '湿疹癣疮', '毒蛇咬伤']",气怒肺热 咳嗽 咯血 咽喉肿痛 赤白痢 黄疸 月经不调 月经不通 急性湿疹 癣疮,中华本草
397800,狼喉靥,狼喉结,平、咸,三焦,开郁、顺气,['噎隔'],,中华本草
397900,狼膏,狼脂、狼油,温、咸、甘,肺、脾、胃,祛风、补虚、润肤、泽皱,"['风痹疼痛', '肺痨咳嗽', '老年性慢性支气管炎', '皮肤皲裂', '秃疮']",风痹 疼痛 咳嗽,中华本草
398000,狼毒,续毒、绵大戟、山萝卜、闷花头、热加巴、一扫光、搜山虎、一把香、药罗卜、生扯拢、红火柴头花、断肠草、猴子根,平、苦、辛,肺,破积、泻水、逐饮、杀虫,"['水肿腹胀', '痰食虫积', '心腹疼痛', '症瘕积聚', '结核', '疥癣']",水肿 心腹胀 心腹疼痛 结生瘕聚,中华本草
398100,莱菔子,萝卜子、芦菔子,平、甘、辛,肺、脾、胃、大肠,降气、消食、导滞、化痰,"['食积气滞', '脘腹胀满', '腹泻', '下痢后重', '咳嗽多痰', '气逆喘满']",食积 气滞 膨胀腹满 腹泻 下痢 咳嗽 多痰 气逆 喘促,中华本草
398200,莱菔,葖、芦萉、芦菔、荠根、紫花菘、温菘、苞葖、紫菘、萝卜、萝葍、楚菘、秦菘、菜头、地灯笼、寿星头,凉、平、甘、辛,肺、脾、胃、大肠,解渴、止血、下气、消食、化痰、利尿,"['消化不良', '食积胀满', '吞酸', '腹泻', '痢疾', '痰热咳嗽', '咽喉不利', '咳血', '吐血衄血', '便血', '消渴', '淋浊', '外治疮疡', '损伤瘀肿', '烫伤及冻疮']",消化不良 食积 胀满 吞酸 腹泻 痢不止 痰热 咳嗽 喉咽不利 咳血 吐血不止 衄血 大便后下血 消渴 淋浊 疮疥 冲任不固,中华本草
398300,萝藦子,斫合子,温、甘、辛,肺、肾、心,精气、补益、止血、生肌,"['虚劳', '阳萎', '遗精', '金疮出血']",虚劳 破伤风 出血,中华本草
398400,萝藦,芄兰、莞、省瓢、苦丸、白环藤、熏桑、鸡肠、头羊角菜、羊奶科、合钵儿、细丝藤、过路黄、婆婆针扎儿、婆婆针袋儿、羊婆奶、婆婆针线包、奶浆藤、奶浆草、野隔山消、小隔大撬、老婆筋、天鹅绒、小青布、大洋泡奶、刀口药、千层须,平、甘、辛, ,益气、通乳、解毒、补精,"['虎损劳伤', '阳痿', '遗精白带', '乳汁不足', '丹毒', '瘰疬', '疔疮', '蛇早咬伤']",冲任不固 带下 乳汁不足 丹毒 瘰疬 疔疮,中华本草
398500,萝芒树皮,山马皮、黑度,平、苦、甘, ,益气、筋骨、强筋、强筋骨、益气血,"['腹中虚痛', '肢体关节酸疼', '产后体虚']",腹中 酸疼 产后百损,中华本草
398600,萝芙木茎叶,missing,凉、苦,肝、肺、脾,清热、消肿、降压、活血、解毒,"['咽喉肿痛', '跌打瘀肿', '毒蛇咬伤', '高血压']",咽喉肿痛 跌仆,中华本草
398700,萝芙木,山辣椒、山马蹄、山胡椒、萝芙藤、假辣椒、鱼胆木、羊姆奶、毒狗药、假鱼胆、火烙木、万药归宗、通骨消、羊屎木、甘榕木、刀伤药、三叉虎、地郎伞、山番椒、十八爪、红果木、麻三端、百花短托、大叶了哥王、四叶齐、山椒叶、中念子、白花丹、铁羊屎、染布子、鸡眼子、羊角钗,凉、苦、辛, ,清热、宁神、降压,"['感冒发热', '头痛身疼', '咽喉肿痛', '高血压', '眩晕', '失眠']",感冒 遍身壮热 头痛 身疼 咽喉肿痛 眩晕 不睡,中华本草
398800,绿叶五味子,内风消、小血藤、过山风、自钻、风沙藤,温、辛, ,祛风、止痛、活血、行气,"['风湿骨痛', '胃痛', '疝气痛', '月经不调', '荨麻疹', '带状疱疹']",寒湿 骨疼 疝气 月经不调 丹疹,中华本草
398900,绿盐,石绿、盐绿,平、苦、咸、辛、毒,肝,去翳、明目,"['目翳', '目涩昏暗', '泪多眵多']",眼涩,中华本草
399000,绿笋片,绿笋干、玉版笋、草鞋底、蝴蝶尖,平、甘, ,平喘、化痰,['痰壅气喘'],痰壅 喘促,中华本草
399100,绿绒蒿,阿拍色鲁,寒、苦、涩、毒,肝、肾、大肠,清热、止咳、利湿,"['肺炎咳嗽', '湿热黄疸', '水肿', '创伤久不愈合']",咳嗽 黄疸 水肿 久不愈,中华本草
399200,绿青,石绿、石碌、大绿,寒、酸、毒,肝,敛疮、镇惊、祛痰、催吐,"['风痰壅塞', '眩晕昏仆', '痰迷惊痫', '疳疮']",痰壅 眩晕 痰迷 惊风 疳,中华本草
399300,绿南星,天南星、白南星、南星七、螃蟹七、三甫莲、蛇芋头、山苞谷、三角莲、三步跳,温、辛、毒, ,散结、止咳、解毒、祛痰,"['劳伤咳嗽', '疥癣', '痈疽']",冲任不固 咳嗽 痈,中华本草
399400,绿兰花,脓泡药、汤湿草、猪胡椒、野田菜、鹅肠草、五瓣梅、猫脚迹、尖板、猫儿草、五角星、五星草、野紫菜、田边草、倒地金钟、白花草、花公药,凉、苦、甘, ,健脾、清热、通淋、消积、解毒、利湿,"['热毒痈肿', '脓疱疮', '疔疮', '烧烫伤', '尿路感染', '腹水', '黄疸型肝炎', '水化不良', '小儿疳积']",热毒 痈 疔疮 黄疸 小儿疳,中华本草
399500,绿茎槲寄生,missing,平、苦、辛, ,祛风、除湿、降压、安胎,"['风湿痹痛', '胎动不安', '高血压']",寒湿 动胎,中华本草
399600,绿结鸡骨,missing,温、咸、甘,肝、肾,壮骨、强筋,"['风湿骨痛', '跌打损伤']",寒湿 骨疼 跌打损伤,中华本草
399700,绿花独活,missing,温、辛, ,祛风、止痛、散寒、胜湿,"['风寒感冒', '头痛', '风寒湿痹']",寒邪 感冒 头痛 寒邪 湿痹,中华本草
399800,绿矾,青矾、皂荚矾、皂矾,寒、涩、酸、毒,肝、肺、脾、大肠,敛疮、燥湿、消积、补血、解毒、杀虫,"['血虚萎黄', '疳积', '腹胀痞满', '肠风便血', '疮疡溃烂', '喉痹口疮', '烂弦风眼', '疥癣瘙痒']",血亏 萎黄 疳 心腹胀 肠风 大便后下血 疮疥 咽喉肿痛 口烂 瘙痒,中华本草
399900,绿萼水珠草,missing,凉、苦、辛, ,止痛、理气、调经、利水、活血、解毒,"['脘腹疼痛', '淋痛', '水肿', '月经不调', '疮肿', '无名肿毒', '疥疮', '刀伤出血']",腹疼 淋痛 水肿 月经不调 疮疥 无名肿毒 出血,中华本草
400000,绿段草,地胆、花花草、彩斑桑勒草、小花草、花叶叶,凉、甘、淡, ,凉血、除蒸、消肿、解毒,"['烦热', '劳嗽', '胃痛', '目赤', '骨折', '带状疱疹']",烦热 劳嗽 眼赤 丹疹,中华本草
400100,绿豆叶,missing,寒、苦,肝、大肠,和胃、解毒,"['霍乱吐泻', '斑疹', '疔疮', '疥癣', '药毒', '火毒']",霍乱 吐泻 斑 丹疹 疔疮,中华本草
400200,绿豆芽,豆芽菜,凉、甘,胃、三焦,清热、消暑、解毒、利尿,"['暑热烦渴', '酒毒', '小便不利', '目翳']",烦渴 大小便不通,中华本草
400300,绿豆升麻,missing,平、苦、辛,肺,祛风、散热、散风、解毒、透疹、祛风湿,"['风热头痛', '咽喉肿痛', '风湿疼痛', '风疹块', '麻疹不透', '百日咳', '子宫脱垂', '犬咬伤']",热毒 头痛 咽喉肿痛 寒湿 疼痛 风疹 子宫不收,中华本草
400400,绿豆皮,绿豆壳、绿豆衣,寒、甘,肝、肺,清暑、止渴、解毒、利尿、退目翳,"['暑热烦渴', '泄泻', '痢疾', '水肿', '丹毒', '目翳']",烦渴 痢不止 痢不止 水肿 丹毒,中华本草
400500,绿豆花,missing,寒、甘,脾、胃,解酒、解酒毒,['急慢性酒精中毒'],惊风,中华本草
400600,绿豆粉,真粉,寒、甘,肝、胃,清热、凉血、消暑、解毒,"['暑热烦渴', '痈肿疮疡', '丹毒', '烧烫伤', '跌打损伤', '肠风下血', '酒毒']",烦渴 痈 疮疥 丹毒 跌打损伤 肠风 月经过多,中华本草
400700,绿豆,青小豆,寒、甘,心、胃,清热、消暑、利水、解毒,"['暑热烦渴', '感冒发热', '霍乱吐泻', '痰热哮喘', '头痛目赤', '口舌生疮', '水肿尿少', '疮疡痈肿', '风疹丹毒', '药物及食物中毒']",烦渴 感冒 遍身壮热 霍乱 吐泻 痰热 哮喘 头痛 眼赤 口烂 水肿 疮疥 痈 风疹 丹毒,中华本草
400800,绿包藤,小赖藤、千里找根、发冷藤、绿藤,凉、苦,肝、脾,清热、消肿、活血、解毒、止痢、截疟,"['跌打损伤', '骨折', '毒蛇咬伤', '痈疖肿毒', '痢疾', '疟疾']",跌打损伤 痈 疖 肿毒 痢不止 疟,中华本草
400900,鹿脂,missing,温、甘,肝、肺、脾,祛风、消肿、解毒、润腩,"['头风风痹', '皮肤痒痛', '痈肿疮毒']",偏正头风 风痹 痒痛 痈,中华本草
401000,鹿靥,missing,温、咸,肾,散结、消瘿,['瘿瘤'],,中华本草
401100,鹿药,九层楼、盘龙七、偏头七、螃蟹七、白窝儿七、狮子七、山糜子,温、苦、甘,肝、肾,祛风、止痛、补肾、壮阳、活血、祛瘀,"['肾虚阳痿', '月经不调', '偏、正头痛', '风湿痹痛', '痈肿疮毒', '跌打损伤']",肾虚 月经不调 头痛 寒湿 痈 跌打损伤,中华本草
401200,鹿血,missing,温、咸、甘,肝、肾,养血、止血、止带、益精,"['精血不足', '腰痛', '阳痿遗精', '血虚心悸', '失眠', '肺痰吐血', '鼻衄', '崩漏带下', '痈肿折伤']",腰痛 血亏 心神惊悸 不睡 吐血不止 鼻衄 崩中漏下 带下 痈,中华本草
401300,鹿心草,鹿仙草、见根生、坡本、地杨梅、地吕、万星菌、藤林、猪油药、蒿枝花、土里开花、红菌、牛奶菌,温、苦、涩, ,健脾、理气、补肾、壮阳、止血,"['阳痿', '痢疾', '胃痛吐血', '月经过多', '外伤出血']",痢不止 吐血不止 月经过多 出血,中华本草
401400,鹿衔草,鹿蹄草、小秦王草、破血丹、纸背金牛草、大肺筋草、红肺筋草、鹿寿茶、鹿安茶、鹿含草,温、苦、甘,肝、肾,强骨、祛风、补肾、除湿、止咳、止血,"['肾虚腰痛', '风湿痹痛', '筋骨痿软', '新久咳嗽', '吐血', '衄血', '崩漏', '外伤出血']",肾虚腰痛 寒湿 骨弱 咳嗽 吐血不止 衄血 崩中漏下 出血,中华本草
401500,鹿仙草,不上莲、通天蜡烛、石上莲、山菠萝,凉、苦, ,清热、养阴、止血、益肾,"['肾虚腰痛', '虚劳出血', '痔疮出血']",肾虚腰痛 虚劳 出血 痔疮 出血,中华本草
401600,鹿尾,missing,温、咸、甘,肝、肾,补肾、精气、益精、益精气、补肾阳,"['肾虚遗精', '腰脊疼痛', '头昏耳鸣']",肾虚 疼痛 头目眩晕 耳内虚鸣,中华本草
401700,鹿头肉,missing,平、甘,肝、肾,补气、安神、益精、生津,"['虚劳消渴', '烦闷多梦']",虚劳 消渴 烦愦 多梦,中华本草
401800,鹿蹄肉,missing,平、甘,肝、肾,祛风、止痛、补虚、除湿,"['内凌晨湿痹', '腰脚酸痛']",湿痹 腰脚疼,中华本草
401900,鹿胎,missing,温、咸、甘,肝、肾、心,调经、生精、壮阳、止血、补血、温肾,"['肾阳亏损', '精血不足', '腰膝酸软', '劳瘵', '月经不调', '宫寒不孕崩漏带下']",腰膝酸软 劳瘵 月经不调 宫寒不孕 崩中漏下 带下,中华本草
402000,鹿髓,missing,温、甘,肾,生精、补阳、润燥,"['虚劳羸弱', '筋骨急痛', '血枯阳痿', '肺痿咳嗽']",虚劳 渐渐羸瘦 急痛 血海干涸 肺痿 咳嗽,中华本草
402100,鹿肉,missing,温、甘,脾、肾,祛风、益气、助阳、养血,"['虚劳赢瘦', '阳痿腰酸', '中风口僻']",虚劳 腰酸 中风,中华本草
402200,鹿茸草,千年艾、千重塔、瓶儿蜈蚣草、山门穹、千层矮、龙须草、白路箕、毛茵陈、白丝草、土茵陈、栀子草、牙痛草、折头翁、六月霜、白山艾、白龙骨、白杉笠、千层楼、千年春、千年霜、满山白、白头毛、白鸡毛、四季青、瓜子草、老鼠牙草、白头毛、白鸡毛、四季青、瓜子草、老鼠牙草、白毛鹿茸草、鱼腮草、白细芒、白茅草、白地蜈蚣、六月雪、江西,凉、苦、涩, ,祛风、止痛、清热、凉血、止血、解毒,"['感冒', '咳嗽', '肺炎发热', '小儿鹅口疮', '牙痛', '风湿骨痛', '疮疖痈肿', '月经不调', '崩漏', '赤白带下', '便血', '叶血', '外伤出血']",感冒 咳嗽 遍身壮热 口烂 齿痛 寒湿 骨疼 疖 痈 月经不调 崩中漏下 赤白带下 大便后下血 出血,中华本草
